text1,text2
"playstation 3 chip to be unveiled details of the chip designed to power sony s playstation 3 console will be released in san francisco on monday.
sony  ibm and toshiba  who have been working on the cell processor for three years  will unveil the chip at a technology conference.
sony has said the cell processor could be used to bridge the gap between movies and video games.","police detain chinese milk bosses chinese police have detained three top executives at milk firm yili  with reports suggesting that they are being investigated for embezzlement.
analysts wondered if the scandal at yili - the latest to befall chinese companies this year - could be followed by further revelations of corporate wrongdoing."
"ukip spokesman mark croucher said those who selected mr houston knew nothing of his views.
mr croucher said the main issue would be that mr houston s reported views had been presented as ukip policy  which they were not.
peter nielson  who is ukip scotland chairman  said he had suspended mr houston on friday night.","lawyers for news organisations said it was  really vital  for the responses of 250 potential jurors to be made public  to serve as a check on the process .
it is estimated his trial will cost santa barbara county up to $4m (£2.13m).
describing mr jackson as  a good person   the mother-of-nine said she feared he would not be given a fair trial."
"lions blow to world cup winners british and irish lions coach clive woodward says he is unlikely to select any players not involved in next year s rbs six nations championship.
but woodward added:  the key thing that i want to stress is that i intend to use the six nations and the players who are available to international rugby as the key benchmark.
and following the all blacks  impressive displays in europe in recent weeks  including a 45-6 humiliation of france  woodward believes the three-test series in new zealand will provide the ultimate rugby challenge.
as a result  woodward stressed his lions group might not be dominated by players from england and ireland and held out hope for the struggling scots.","british hope imelda staunton is one of the favourites to land the best actress award for her gritty role as a backstreet abortionist in the small-budget film.
other nominees in the best actress category include charlize theron for monster  ziyi zhang for house of flying daggers and uk star kate winslet  who has two nods for her roles in eternal sunshine of the spotless mind and finding neverland."
"fuming robinson blasts officials england coach andy robinson insisted he was  livid  after his side were denied two tries in sunday s 19-13 six nations loss to ireland in dublin.
kaplan then declined the chance to consult the fourth official when josh lewsey took the ball over the irish line under a pile of bodies for what could have been the game-winning try.
i think mark cueto scored a perfectly legal try and i think he should have gone to the video referee on josh lewsey   said robinson.
they defended magnificently and they ve got every chance of winning this six nations.",comic morris returns with sitcom comedian chris morris  who created controversial tv show brass eye  is to return to screens with a new sitcom about a spoof london media worker.
"china s shanda buys stake in sina chinese online game operator shanda interactive entertainment has bought a 20% stake in sina  the country s biggest internet portal firm.
shanda said that it may boost its stake in sina  even buying it outright.","tory leader michael howard said lord butler had given the  most damaging testimony  he could remember.
lord butler said mr blair bypassed the cabinet and relied instead on small  informal groups of advisers to help him make decisions.
lord butler said the government had too much freedom to  bring in bad bills  and  to do whatever it likes  and it relied too much on the advice of political appointees.
lord butler s report earlier this year into iraq intelligence said the government s september 2002 weapons dossier did not make clear intelligence about claims that saddam hussein had stockpiles of chemical and biological weapons was  very thin .
asked why he thought the warnings were not there lord butler said:  one has got to remember what the purpose of the dossier was.
liberal democrat deputy leader menzies campbell said he thought lord butler s comments were  well justified  and mr blair s style of leadership was  corrosive of the whole system of government ."
"the papers report that alan milburn  labour s head of elections strategy  has played a key role in the plan for a february election  which would include a new year advertising blitz.
a labour party spokesman said the election date was ultimately a matter for mr blair  but he was unaware of anything to suggest it would be in february.","moyes u-turn on beattie dismissal everton manager david moyes will discipline striker james beattie after all for his headbutt on chelsea defender william gallas.
the scot initially defended beattie  whose dismissal put everton on the back foot in a game they ultimately lost 1-0  saying gallas overreacted.
speaking immediately after the game  moyes said:  i don t think it was a sending-off  i have been a centre-half in my time and i would have been ashamed to have gone down as easily as that.
an angry beattie initially said:  he (gallas) would have stayed down a lot longer if i had headbutted him."
"fightstar take to the stage charlie simpson took his new band fightstar to the stage on friday night  just hours after officially announcing his departure from pop band busted.
while simpson declared he would look back with pride on busted s enormous success  his focus turned immediately to fightstar  with friday s press conference coinciding with the start of the band s 13-date tour of the uk.
fuelled by this news  all 1 400 tickets to see charlie s first post-busted live appearance - at the university of warwick s student union - sold out rapidly.
less impressed were fellow students ryan crabbe and gordon rennie  who observed   with fightstar  charlie has clearly progressed from busted s sound  but they re still not very inspiring.","minister defends hunting ban law the law banning hunting with dogs in england and wales is enforceable and  very clear   alun michael has said.
people had turned out  to show en masse that the hunting act was a bad law   he said adding that foxes and other animals had been killed  legally  as far as he was aware.
thousands of hunt supporters turned out at 270 hunts across england and wales on the first day of the ban  with anti-hunt groups sending out 100 monitors to check the law was not being broken.
but penny little  who monitored the bicester hunt in oxfordshire  said she had witnessed  gratuitous  spiteful killing of foxes ."
"speak easy plan for media players music and film fans will be able to control their digital media players just by speaking to them  under plans in development by two us firms.
scansoft and gracenote are developing technology to give people access to their film and music libraries simply by voice control.
users will also be able to get more information on a favourite song they have been listening to by asking:  what is this   portable players are becoming popular in cars and a number of auto firms are working with apple to device interfaces to control the firm s ipod music player.","ref stands by scotland decisions the referee from saturday s france v scotland six nations match has defended the officials  handling of the game after criticism by matt williams.
the scotland coach said his side were robbed of victory by poor decisions made by the officials."
totp turns to elvis impersonator top of the pops has turned to the star of elvis presley musical jailhouse rock after the late rock legend scooped the uk s 1 000th number one single.,"spam e-mails tempt net shoppers computer users across the world continue to ignore security warnings about spam e-mails and are being lured into buying goods  a report suggests.
the research  which covered 6 000 people in six countries and their attitudes towards junk e-mails  revealed that brazilians were the most likely to read spam.
a third of them read unsolicited junk e-mail and 66% buy goods or services after receiving spam."
"looks and music to drive mobiles mobile phones are still enjoying a boom time in sales  according to research from technology analysts gartner.
good design and the look of a mobile  as well as new services such as music downloads  could go some way to pushing up sales in 2005  said analysts.
they already have tv  music  ringtones  cameras  and all that we can think of on mobiles  so people have stopped buying replacement phones.
third generation mobiles (3g) with the ability to handle large amounts of data transfer  like video  could drive people into upgrading their phones  but ms milanesi said it was difficult to say how quickly that would happen.
sony ericsson just released its walkman branded mobile phone  the w800  which combines a digital music player with up to 30 hours  battery life  and a two megapixel camera.","the two men faced charges following raids in august on suspected pirates by the fbi.
in a statement the us department of justice said the two men operated the central hubs in a piracy community organised across the direct connect peer-to-peer network.
the department of justice said that both men pleaded guilty to one count of conspiracy to commit felony copyright infringement."
"the register shows former tory leader william hague earning up to £820 000 on top of his mps  salary  much of it from speaking fees.
his former shadow chancellor michael portillo makes up to £560 000 a year - partly because of speeches and tv work.
ex-health secretary alan milburn earned up to £85 000 from speeches  articles and advice while not in the cabinet.
mr hague s work outside parliament included two one-man shows  which with other speaking fees netted him up to £480 000.
mr hague was also paid an undisclosed amount for the newspaper serialisation of his biography of william pitt the younger and up to £135 00 for work as an adviser to various companies.","tories  would cut number of mps  the conservative party would cut the number of mps by about one-fifth if they were elected  tory leader michael howard has said.
mr howard said as both parties planned to cut the number of civil servants at whitehall - labour by more than 80 000 and the tories by almost 100 000 - they should accept a similar drop in their own numbers.
mr howard said the plan would also even out the  great unfairness  of there being proportionately more scottish and welsh mps at westminster than those from england."
"xbox power cable  fire fear  microsoft has said it will replace more than 14 million power cables for its xbox consoles due to safety concerns.
microsoft said it had received 30 reports of minor injury or property damage due to faulty cables.
microsoft said customers would get replacement cords within two to four weeks from the time of order.","shares hit by ms drug suspension shares in elan and biogen idec plunged on monday as the firms suspended sales of new multiple sclerosis drug tysabri after a patient s death in the us.
the companies will work with clinical investigators to evaluate tysabri-treated patients and will consult with leading experts to better understand the possible risk of pml   the two firms said in a statement.
- shares in uk pharmaceutical firm phytopharm closed down 19.84% at 151.5 pence on the london stock exchange on monday  after it said a partner was set to pull out of a deal on an experimental alzheimer s disease treatment."
"eu fraud clampdown urged eu member states are failing to report fraud and irregularities in eu funds on a consistent basis  the uk s public spending watchdog has said.
the report said:  member states still do not report fraud and other irregularities to the european anti-fraud office on a consistent basis.
it said there were 922 cases of reported fraud or irregularities in eu funds in the uk in 2003  worth £38.5m (52m euros)  up from 831 cases worth £35.7m in 2002.","stars shine on bafta red carpet hollywood stars brought a touch of glamour to london on saturday for the biggest night in the british film calendar.
keanu reeves  who presented the best actress award  said being on the red carpet was an  exciting  part of his job.
martin scorsese  whose movie the aviator went on to win best film  said being honoured in the uk meant a lot to him.
he said:  i am a great admirer of british cinema since the 1930s and 40s  up until now.
british actor clive owen  who has won a golden globe and a bafta for his supporting role in closer  said it  meant a lot  to be at the ceremony."
"safety alert as gm recalls cars the world s biggest carmaker general motors (gm) is recalling nearly 200 000 vehicles in the us on safety grounds  according to federal regulators.
the affected vehicles in the product recall are from the 2004 and 2005 model years  gm said.","honda wins china copyright ruling japan s honda has won a copyright case in beijing  further evidence that china is taking a tougher line on protecting intellectual property rights.
earlier this week china said that in future it will punish violators of intellectual property rights with up to seven years in jail.
last month the eu said it will start monitoring china  ukraine and russia to ensure they are going after pirated goods."
"eminem beats elvis to number one rapper eminem has denied elvis his fourth number one of the year  after his song  like toy soldiers  stormed to the top of the singles charts.
last week s number one  elvis s it s now or never  slipped 13 places to number 14  but all five of his re-released songs are in the top 40.","mr sayeed was suspended from parliament for two weeks last month after the commons standards and privileges committee said his conduct had fallen  well below the standards expected .
mr sayeed has been mp for mid-bedfordshire since 1997."
"dvd review: harry potter and the prisoner of azkaban this third harry potter film brought a change of director and a dramatic visual shake-up that really shines on dvd.
you will understand why they were deleted but it is fun to see more footage - and not have to hunt through endless menus to find it  as we did on the first harry potter dvd.
the most interesting pieces are an interview with jk rowling in creating the vision and conjuring a scene  a short featurette about the making of the film s big moments.",solskjaer raises hopes of return manchester united striker ole gunnar solskjaer said he hoped to return next season following a career-threatening injury to his right knee.
"soaring oil  hits world economy  the soaring cost of oil has hit global economic growth  although world s major economies should weather the storm of price rises  according to the oecd.
there are nonetheless good reasons to believe that despite recent oil price turbulence the world economy will regain momentum in a not-too-distant future   said jean-philippe cotis  the oecd s chief economist.
if the oil price does not rise any further  then we think the shock can be absorbed within the next few quarters   vincent koen  a senior economist with the oecd  told the bbc s world business report.","greek sprinters suspended by iaaf greek sprinters kostas kenteris and katerina thanou have been suspended after failing to take drugs tests before the athens olympics.
there will be a final right of appeal from the decision of the greek federation to the court of arbitration for sport   the iaaf said."
"the comic book genius of stan lee stan lee  the man responsible for a string of comic superheroes that have become household names  has won a court battle for a slice of the profits from the hit spider-man movies.
many marvel at the man who gave his characters extraordinary powers and everyday headaches - a formula which revolutionised comics.
by the time he was 40  lee had decided he was too old for the comic game.
without immediately knowing it  stan lee had ushered in the golden age of comics  and his imagination was rekindled.
just because he s a hero and has super powers doesn t mean he doesn t have problems   stan lee told the bbc.
radically  lee gave the artists responsible for the comic designs credits for their work.
in 1999  his stan lee media venture  aimed at marrying comic-strips with the internet  went spectacularly wrong.
it seems stan lee is as indestructible as his heroes.","but tory co-chairman liam fox said labour s plans showed mr blair was  terrified of facing proper scrutiny .
mr milburn said the economy would take centre stage in labour s campaign in what would be a  watershed  election and the  last stand of the thatcherites .
mr milburn said labour s slogan would be  britain is working - don t let the tories wreck it.
mr milburn said labour s media effort this time would focus more on local newspapers and broadcasters  with every local radio station given the chance to interview the prime minister."
"games win for blu-ray dvd format the next-generation dvd format blu-ray is winning more supporters than its rival  according to its backers.
blu-ray  backed by 100 firms including sony  is competing against toshiba and nec-backed hd-dvd to be the format of choice for future films and games.
the blu-ray association said on thursday that games giants electronic arts and vivendi would both support its dvd format.
a blu-ray disc will be able to store 50gb of high-quality data  while toshiba s hd-dvd will hold 30gb.
both toshiba and blu-ray are hopeful that the emerging dvd format war  akin to the betamax and vhs fight in the 1980s  can be resolved over the next year when next-generation dvd players start to come out.
blu-ray offers the capacity  performance and high-speed internet connectivity to take us into the future of gaming.
ea  a leading games developer and publisher  added that the delivery of high-definition games of the future was vital and blu-ray had the capacity  functionality and interactivity needed for the kinds of projects it was planning.","government lawyers said they would ask the full us court of appeals for the district of columbia to hear the case.
the tobacco companies denied the charges  saying that they never illegally conspired to promote smoking and fool the public.
prosecutors contend that executives from the major tobacco firms met and agreed to present a unified strategy denying the harmful effects of smoking."
"economy  strong  in election year uk businesses are set to prosper during the next few months - but this could trigger more interest rate rises  according to a report.
the uk is looking strong going into the general election  but businesses need to prepare themselves for a jolt ahead as the bank of england reacts to growth and inflationary pressures   said peter hemington  partner at bdo stoy hayward.",vouchers  to cut winter deaths  pensioners are being promised energy savings by the liberal democrats  as snow and cold temperatures continue.
"spears seeks aborted tour payment singer britney spears is suing eight insurance companies that have refused to reimburse her for cancelling her 2004 world tour.
the pop star cancelled her onyx hotel tour last june after suffering a knee injury during a video shoot.","freeze on anti-spam campaign a campaign by lycos europe to target spam-related websites appears to have been put on hold.
lycos said the idea was to get the spam sites running at 95% capacity and generate big bandwidth bills for the spammers behind the sites.
the downing of the sites could dent lycos claims that what it is doing does not amount to a distributed denial of service attack.
this is likely to be in response to spammers who have reportedly redirected traffic from their sites back to the lycos screensaver site."
"introducing the band  springsteen mocked bono as the man who  single-handedly pioneered the irish mullet   poking fun at  one of the best and most endearingly messianic complexes in rock  n  roll .
justin timberlake introduced soul group the o jays  a gospel-style quartet from ohio  who performed a medley of their best-known songs including back stabbers  love train and for the love of money.
my course was set and he was my pilot   said clapton who joined guy and king in a performance of let me love you baby.","serge has a good case so we are confident he will play   said france coach bernard laporte.
france s regular back-row combination of betsen  harinordoquy and olivier magne were all missing from france s side at the weekend because of injury."
"ukip spokesman mark croucher said those who selected mr houston knew nothing of his views.
mr croucher said the main issue would be that mr houston s reported views had been presented as ukip policy  which they were not.
peter nielson  who is ukip scotland chairman  said he had suspended mr houston on friday night.","the surge was led by animated movie howl s moving castle  which took 20bn yen (£102m) to become the biggest film in japan in 2004.
the last samurai  starring tom cruise  was the biggest foreign movie hit in japan last year  taking 13.8bn yen (£70.7m)."
"x factor show gets second series tv talent show the x factor is to return for a second series after being recommissioned by itv.
there s much more to come this series as we build towards the final next month and it s great to have secured this terrific format for our viewers for another series   she said.","- tim dams  screen international: film - the aviator; director - clint eastwood; actor - jamie foxx; actress - hilary swank.
- angie errigo  empire: film - the aviator; director - clint eastwood; actor - jamie foxx; actress - hilary swank.
- philip french  the observer: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - hilary swank.
- charles gant  heat: film - the aviator; director - clint eastwood; actor - jamie foxx; actress - hilary swank.
- steven gaydos  variety: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - hilary swank.
- jamie graham  total film: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - hilary swank.
- wendy ide  the times: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - imelda staunton.
- jonathan ross  film 2005: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - hilary swank.
- tim dams  screen international: film - million dollar baby; director - clint eastwood; actor - jamie foxx; actress - hilary swank.
- angie errigo  empire: film - the aviator; director - martin scorsese; actor - jamie foxx; actress - hilary swank."
"asian quake hits european shares shares in europe s leading reinsurers and travel firms have fallen as the scale of the damage wrought by tsunamis across south asia has become apparent.
but the disaster has little impact on stock markets in the us and asia.
shares in munich re and swiss re - the world s two biggest reinsurers - both fell 1.7% as the market speculated about the cost of rebuilding in asia.
worries about the size of insurance liabilities dragged european shares down  although the impact was exacerbated by light post-christmas trading.
the unfolding scale of the disaster in south asia had little immediate impact on us shares  however.
in india  where more than 2 000 people are thought to have died  the rupee shed 0.1% against the dollar analysts said that it was difficult to predict the total cost of the disaster and warned that share prices and currencies would come under increasing pressure as the bills mounted.","oscar nominees lack pulling power this year s clutch of oscar nominees have been the least popular for 20 years according to box office figures.
in the us the five nominated for best film have been seen by 50% fewer people than movies in previous years.
the biggest box office hitter among this year s nominees is the aviator  which has taken $90m (£48m) in the us  although takings in the uk have reached only £7m so far.
but many in the film industry do not equate award and box office success."
"the boxing drama was named best picture and eastwood pipped scorsese to best director  while its stars hilary swank and morgan freeman won acting awards.
the aviator took five prizes including best supporting actress for cate blanchett.
jamie foxx picked up best actor for playing soul star ray charles in ray.
many expected this to be scorsese s year - but he was unsuccessful in the best director category for the fifth time in his career.
instead  eastwood took his second oscar for best director after winning for unforgiven in 1993.
hilary swank picked up her second best actress oscar for playing a female boxer in million dollar baby  beating stars including annette bening  kate winslet and imelda staunton.
cate blanchett  who won for playing late screen legend katharine hepburn in the aviator  said her award was  an indescribable surprise and honour .",a bayern spokesman said on monday that the decision not to take hashemian to israel had been motivated only by his physical condition.
"wales get williams fitness boost wales are hopeful that openside flanker martyn williams could be fit for saturday s rbs 6 nations championship opener against england in cardiff.
last week williams  along with fellow flanker colin charvis - who is unlikely to play for at least a month while he recovers from a foot injury - was all but ruled out of the millennium stadium clash.","belle named  best scottish band  belle & sebastian have been named the best scottish band of all time after a three month-long public poll.
scottish-based band snow patrol  who finished 14th in the vote and have been nominated for a pair of brit awards  were among the performers who covered well-known scottish pop songs at the party on wednesday night."
"microsoft makes anti-piracy move microsoft says it is clamping down on people running pirated versions of its windows operating system by restricting their access to security features.
microsoft releases regular security updates to its software to protect pcs.
microsoft s regular patches which it releases for newly-found security flaws are important because they stop worms  viruses and other threats penetrating pcs.
microsoft s windows operating system is heavily exploited by virus writers because it is so widespread and they are constantly seeking out new security loopholes to take advantage of.","the new president  viktor yushchenko  has said a  limited  list of companies is being drawn up.
a day earlier  mr yushchenko - keen to reassure potential investors - had said only 30 to 40 top firms would be targeted.
an open-ended list could further damage outside investors  fragile faith in ukraine  said stuart hensel of the economist intelligence unit.
but the government seemed keen not to make the review look like the kind of wholesale renationalisation which many fear in russia  mr hensel said.
we say krivorizhstal was stolen  and at any cost we will return it to the state   mr yushchenko told an investors  conference in kiev."
"gardener  darren campbell  marlon devonish and mark lewis-francis have all been awarded mbes after beating pre-race favourites usa to gold.
i think this award reinforces what we did on that fantastic night   he said.
this recognition is really inspiring and makes me want to have more success   said lewis-francis.
i think the mbe is important because the people closest to me know my journey   said the newport-based athlete.","spacey  45  wrote  directed and starred in the film  inspired by the life of 1950s croooner bobby darin.
i knew absolutely nothing about bobby darin before this film  but now i m a huge fan   said bosworth  who attended the premiere with british boyfriend orlando bloom."
"ajax refuse to rule out jol move ajax have refused to reveal whether tottenham s boss martin jol is on the dutch champions  shortlist to become the amsterdam club s new coach.
ajax have enlisted the help of dutch legend johann cruyff  currently a consultant at barcelona  to help find a new head coach.","pop band busted to  take a break  chart-topping pop band busted have confirmed that they plan to  take a break   following rumours that they were on the verge of splitting.
a statement from the band s record company universal said frontman charlie simpson planned to spend some time working with his other band  fightstar."
"nhs waiting time target is cut hospital waiting times for patients in wales are to be cut  but not to the same extent as those in england.
welsh health minister jane hutt said no patient would wait more than 12 months for an outpatient appointment by march 2006  against a current target of 18 months.
however  much remains to be done on waiting lists and waiting times because wales still lags a long way behind england   he said.
but let us not forget two thirds of those waiting for treatment now are waiting less than six months  and these targets affect the small minority of patients in wales that are waiting far too long.
meanwhile  the latest monthly waiting list figures showed the total number of people waiting more than 18 months as an inpatient in wales has fallen by 9.8%.","arsenal  may seek full share listing  arsenal vice-chairman david dein has said the club may consider seeking a full listing for its shares on the london stock exchange.
speaking at the soccerex football business forum in dubai  he said a full listing was  one of the options  for funding after the club moves to its new stadium.
the club - which is currently listed on the smaller ofex share exchange - is due to move into its new 60 000-seater emirates stadium at ashburton grove for the start of the 2006/07 season.
the club is hoping to increase matchday earnings from 29% to 40% of turnover  and has not ruled out other money-earning means  including a full share listing."
"he said the government had been negotiating the return of the detainees since 2003.
moazzam begg s labour mp roger godsiff welcomed his release  but said questions remained unanswered  particularly about charges.
asked about possible damages mr begg and the other detainees could bring against the us  mr godsiff said:  people get released from prison when it s found that their prosecution was unsustainable and they are quite rightly awarded sizeable sums of money.
civil rights group liberty said it was  delighted  but called on the government to release men indefinitely detained in the uk without charge or trial.
five british detainees released from guantanamo in march last year were questioned by uk police before being released without charge.","us trade gap hits record in 2004 the gap between us exports and imports hit an all-time high of $671.7bn (£484bn) in 2004  latest figures show.
the commerce department said the trade deficit for all of last year was 24.4% above the previous record - 2003 s imbalance of $496.5bn."
"microsoft sets sights on spyware windows users could soon be paying microsoft to keep pcs free of spyware.
following the takeover of anti-spyware firm giant  microsoft said it would soon release a toolkit that strips machines of the irritating programs.
surveys show that almost every windows pc is infested with spyware programs that do everything from bombard users with adverts to steal login data.","lauren  patrick vieira  freddie ljungberg and ashley cole scored for arsenal  while andy gray and phil jagielka were on target for the blades.
michael tonge and harley wasted chances for the underdogs  but paddy kenny was inspired to keep arsenal at bay.
arsenal were barely seen as an attacking force in the opening 45 minutes  although ljungberg turned a half-chance wide after good work by cesc fabregas.
arsenal continued to press  and once again kenny was called into action with eight minutes left  diving low to clutch another close-range effort from fabregas.
almunia  lauren  cygan  senderos  cole  fabregas (toure 90)  vieira  flamini (aliadiere 113)  clichy  lupoli (owusu-abeyie 45)  ljungberg."
"the parties say they can stick to the rules by ensuring that their calls are not marketing - for instance by asking about people s voting intentions.
assistant information commissioner phil jones said it was classed as marketing if political parties telephoned people to encourage them to vote for them.
if a party is calling someone who is registered on tps and records their voting intention with a view to using this information in the future  this should be clear to the voter concerned   said mr jones.
in summary  whether a party calling tps registered voters to check their voting intentions will breach regulations will depend on the script used and whether the script is followed.
mr taylor argues there should be new guidelines so all parties can act in the same way if the watchdog believes the rules allow parties to ring tps numbers about voting intentions and later urge those people to vote for them.","bekele sets sights on world mark olympic 10 000m champion kenenisa bekele is determined to add the world indoor two mile record at february s norwich union grand prix in birmingham.
the ethiopian broke the world indoor 5 000m record on his debut at the meeting last year."
"uk firm faces venezuelan land row venezuelan authorities have said they will seize land owned by a british company as part of president chavez s agrarian reform programme.
officials in cojedes state said on friday that farmland owned by a subsidiary of the vestey group would be taken and used to settle poor farmers.
the vestey group said it had owned the land since 1920 and would co-operate fully with the authorities.
under president chavez  the venezuelan government has steadily expanded the state s involvement in the country s economy.","jowell confirms casino climbdown tessa jowell has announced plans to limit the number of new casinos in the uk to 24  in a move branded a  humiliating retreat  by the tories.
it puts an end to plans for up to 40 super casinos  originally outlined in the government s gambling bill.
limiting the number of regional casinos to eight in the first phase is a cautious move that will allow us to test the impact of a new kind of casino on the levels of problem gambling   he said."
"u2 s how to dismantle a bomb remains at number one for a third week in a row  followed by williams  greatest hits.
maroon 5 s album songs about jane has moved up to number seven despite being released 47 weeks ago.","china net cafe culture crackdown chinese authorities closed 12 575 net cafes in the closing months of 2004  the country s government said.
this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines.
laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people."
"tory candidate quits over remark a conservative election challenger is quitting after being quoted as wanting a  period of creative destruction in the public services .
mr kruger was quoted in the guardian newspaper saying:  we plan to introduce a period of creative destruction in the public services.
labour election coordinator alan milburn claimed mr kruger had exposed the tory agenda for £35bn of cuts to public services.","springer criticises opera musical talk show host jerry springer  whose programme inspired the controversial opera shown by the bbc  has said he would not have written it himself.
the tv host said he understood how people could have thought the musical had gone too far."
"liberty said statistics suggested roma czechs were 400 times more likely to be stopped by british immigration officials at prague airport than non-roma czechs.
it took up the case of six unnamed roma czechs refused entry to britain  and that of the european roma rights centre  which said the measures unfairly penalised roma people.
responding to the ruling  a home office spokesman said:  the scheme was operated two years ago as a short-term response to the high levels of passengers travelling from prague who are subsequently found to be ineligible for entry to the uk.
amnesty international s jan shaw said:  that the government s own asylum policy was being operated discriminatorily is bleakly ironic given that discrimination often lies at the heart of serious human rights abuse  not least in the czech republic.","i was nervous and i couldn t play tennis   said safin.
you get huge confidence because roger is a great player   said safin.
you can win big titles and you can beat huge players in the finals and semi-finals."
"casino royale is next bond movie casino royale  author ian fleming s first james bond book  is to be the next bond film  with goldeneye director martin campbell behind the camera.
pierce brosnan led the past four bond films but said producers axed him after offering him the chance to return.
producers say no decision has yet been made on who will become the seventh actor  including niven  to play bond on film.","how much longer mr brown will continue in the job is not clear (he once said there are two types of chancellor:  those who fail and those who get out in time.
but  for now  mr brown dominates the domestic political scene like few chancellors - or politicians - before him.
but if his leadership ambitions were at least temporarily thwarted in 1994  mr brown continued his devotion to politics.
mr blair  for his part  is said to be frustrated that his public service reforms are being thwarted by a vengeful mr brown  who reportedly delights in keeping the prime minister in the dark over the contents of his budget until the last possible minute.
but with the tories having appeared to get the better of the pre-election campaign thus far there are reports that mr brown - using the budget as a springboard - is to revitalise labour s campaign.
amid all this it is easy to forget that mr brown remains the man most likely to succeed mr blair as labour leader.
and mr blair s decision to name his own retirement date has at least given mr brown something to aim for - even if the prime minister s intention to  serve a full third term  if elected  took the shine off the announcement for the chancellor and his supporters."
"bid to cut court witness stress new targets to reduce the stress to victims and witnesses giving evidence in courts in england and wales have been announced by the lord chancellor.
lord falconer wants all crown courts and 90% of magistrates  courts to have facilities to keep witnesses separate from defendants within four years.
the plan comes as the lord chancellor also considers allowing cameras into courts for the first time since 1925  as long as they were used for cases that did not involve witnesses.
lord falconer said it was right for the highest court to be completely distinct from parliament.","hip-hop and rap are actually quite popular in the spanish-speaking world  but local artists are having trouble marketing their work abroad.
but most mexican hip-hop fans  not to mention fans in most of the spanish-speaking world  rarely get a chance to hear the group s tracks on the radio.
you can t really just go on the radio and listen to hip-hop in spanish...
the name says it all: it is web-based radio  devoted to the hottest spanish language rap and hip-hop tracks.
that is not surprising as many consider spain to be the leader in spanish-language rap and hip-hop.
millan says that spain is actually just behind the united states and france in terms of overall rap and hip-hop production.
his name is tote king and manuel millan says that he is the hip-hop leader in spain.
millan says they want to include more music and more news from the world of spanish language hip-hop and rap."
"glazer makes new man utd approach malcolm glazer has made a fresh approach to buy manchester united  which could lead to a bid valuing the premiership club at £800m.
the us tycoon  who has been wooing the club for the last 12 months  has approached the united board with  detailed proposals   it has confirmed.
they have vehemently opposed any proposed takeover by glazer since he first showed interest in the club in september 2003 and after sunday s announcement they vowed to fight on.","microsoft plans  safer id  system microsoft is planning to make windows and internet explorer more secure by including software to give people more control over personal information.
info cards  will help people manage personal details on their pcs to make online services safer  said microsoft.
the system would differ from its previous attempts to make online transactions more secure  said microsoft."
capriati to miss melbourne jennifer capriati has become the third leading lady to withdraw from the australian open because of injury.,lord sainsbury added:  i am pleased to be able to make this contribution to the general election funds of the labour party because i believe that they are the only party that has the vision to deliver both economic prosperity and better public services for britain.
"sluggish economy hits german jobs the number of people out of work in europe s largest economy has risen for the tenth straight month as growth remains stubbornly slow.
but officials said stagnant growth was still stifling the job market.
with unemployment stuck above 4 million for years  the government of chancellor gerhard schroeder has put job creation at the top of the agenda.","highbury tunnel players in clear the football association has said it will not be bringing charges over the tunnel incident prior to the arsenal and manchester united game.
arsenal s patrick vieira had earlier denied accusations that he threatened gary neville before the 4-2 defeat.
they are big enough players to handle themselves   said vieira.
patrick vieira is 6ft 4in and having a go at gary neville."
"phytopharm will receive an initial fee of £6.5m from unilever - out of a potential total of £21m - as well as future royalties on product sales.
under the deal  production of the hoodia cactus at phytopharm s nursery in south africa will also rise from eight million plants to potentially hundreds of millions  said phytopharm chief executive richard dixey.","speaking outside the olympic primary school  mr brown said:  it is simply not acceptable in the modern age for the rest of the world to stand by and have hundreds of millions of children not getting the chance at education.
mr brown s aides say he wants to find out more about the kenyan government s education policies  which included introducing free primary education in early 2003."
"aguilera burst onto the pop scene in 1999  winning a best new artist grammy in 2000.
in 2002  aguilera won best pop collaboration for the hit track lady marmalade with lil  kim  maya and pink  and last year she picked up the award for best female pop vocal performance for beautiful.","mps tout lords replacement plan a group of mps has tried to raise the pressure on tony blair over reform to the house of lords by publishing a detailed blueprint for change.
the cross-party group has unveiled a draft bill proposing a smaller second chamber in which 70% of members would be elected.
the government postponed plans to remove the remaining hereditary peers because they said they were unlikely to succeed after opposition in the lords.
but the all-party group  including tories ken clarke and sir george young  labour s robin cook and tony wright and liberal democrat paul tyler  is confident its plan would win support from a  large majority .
the group says the british public and a clear majority of mps support replacing the lords with a largely-elected second chamber."
