text1,text2,semantic_similarity_score
indonesian face fuel price rise indonesia government confirmed considering raising fuel price much 30 since president yudhoyono government came power october indicated intention raising domestic fuel price cutting subsidy,israeli economy picking pace israel economy forecast grow 4.2 2004 continues emerge three-year recession growth figure come despite strike earlier year 400 000 public sector worker closed bank hospital postal service transport facility,0.7041963
leader meet turkish eu bid tony blair met italian prime minister silvio berlusconi german chancellor gerhard schroeder talk turkey entering eu mr blair enthusiastic proponent talk bring turkey within recently-expanded eu,queen recruit singer new tour remaining member rock band queen go tour next year former free bad company singer paul rodgers taking freddie mercury place rodgers singer early 1970s rocker free global hit right forming bad company successful supergroup member king crimson mott hoople,0.47872594
madagascar completes currency switch madagascar completed replacement malagasy franc new currency ariary,tory leader urge harry apology prince harry personally make clear sorry wearing nazi uniform friend fancy dress party say tory leader michael howard mr howard whose grandmother died auschwitz said many people would offended prince action clarence house issued statement saying prince apologised realised poor costume mr howard acknowledged prince apology said doubt prince father family would much say privately incident,0.40100124
call action internet scam phone company enough warn customer internet rogue-dialling scam according premium phone line regulator icstis received 45 000 complaint recent month dial-up internet connection diverting premium rate number without user knowledge phone company refuse pay compensation say call must paid icstis spokesman rob dwight said phone company get touch customer sooner biggest phone company bt say monitor fraud warn people rogue dialling one know happens fraud committed recognised phone company pay people obtaining money fraudulently people followed prosecuted diallers mainly downloaded site offering illegal mp3s porn pirated software scam illegal telephone company nothing receiving good return interest keep scam going bt et al block premium number default turn customer request anyone fall foul scam refuse pay telephone provider call informed phone company subsequently put block premium rate number phone company probably quite happy customer hit huge bill otherwise taking extra step prevent kind problem one example thief would set premium rate number dial day night phone whose quarterly bill never paid fault phone company last something automatic monthly cap say £20 premium rate call would contact provider lifted way could use legitimate premium rate number limiting fraudulent usage,security warning fbi virus u federal bureau investigation warning computer virus spread via e-mail purport fbi attachment e-mail contains virus fbi said,0.63490397
list producer win best film oscar due limit number nominee oscar organiser picked two aviator four producer nominated best film three producer named per film studio behind aviator million dollar baby failed trim credit academy motion picture art science ampas done,uk premiere ring musical producer behind lord ring musical abandoned plan premiere show london suitable theatre available know lot disappointed british tolkien fan hoped see show london get london theatre time added british producer world premiere stage musical co-produced canadian theatrical impresario david ed mirvish take place toronto princess wale theatre next year,0.612236
kenteris denies faking road crash greek sprinter kostas kenteris denied claim faked motorbike crash avoid doping test day start olympics kenteris speaking greece alter television station also claimed asked tested banned substance hospital crash kenteris continually protested innocence sunday blamed greek olympic committee official former coach christos tzekos failing inform test,edward tip idowu euro gold world outdoor triple jump record holder bbc pundit jonathan edward belief phillips idowu take gold european indoor championship idowu landed 17.30m british trial sheffield last month lead world triple jump ranking,0.54330266
oil price fall back high oil price retreated four-month high early trading tuesday producer cartel opec said unlikely cut production,web photo storage market hots increasing number firm offering web storage people digital photo collection many people hard drive bulging photo service allow store share picture online becoming popular photo giant kodak offer website storage manages photo collection let user edit picture online provides print-ordering service place store picture share picture family friend print photo,0.44366038
microsoft said believe program widespread recommended user use anti-virus program program attempt disable delete microsoft anti-spyware tool suppress warning message given user,lib dems highlight problem debt people vulnerable problem debt afforded greater protection bank aggressively promoting financial product lib dems say mr cable said government consumer credit bill would target extreme problem loan sharking minister bit complacent wider issue debt level mr kennedy tour come labour leader tony blair conservative leader michael howard step campaigning ahead next general election widely expected held 5 may,0.53662044
rap feud 50 cent g-unit crew u rap star 50 cent said thrown protege game g-unit gang feud apparently involved two shooting man shot thigh outside new york hot 97 studio 50 cent air 50 cent appeared game debut album number one u interview hot 97 saturday game described 50 cent rival friend said would turn 50 cent appeared station two day later said game longer member g-unit,moore said hansen may able return sprinting long jumping sooner short-term prospect involved specialist event,0.34140235
mayor going go mayor destroyed jimi hendrix house said ray rae marshall james marshall hendrix foundation foundation moved building al hendrix lived 1953 1956 land built developed housing 2002. mr goldman said authority promised house could remain new site turned memorial community centre,guise protecting investor fraud royer elgindy used fbi crime-fighting tool resource actually defraud public said u attorney roslynn mauskopf mr elgindy convicted racketeering security fraud extortion defense lawyer contended mr royer feeding information mr elgindy another trader attempt expose corporate fraud,0.5315556
two main television channel bbc1 itv1 seen monthly audience share decline year year comparison january five proportion remained slender 6.3,taylor poised scotland return simon taylor named scotland squad saturday six nation clash italy scotland italy lost opening two six nation game like last season encounter italy weekend game could turn battle avoid wooden spoon,0.544008
best performance track sarah claxton win 60m hurdle diane allahgreen best hurdler time think surprised beaten sarah fact men 60m hurdle strong think selector pick three hurdler go madrid lot athlete said runway helpful phillips jump like good performance picked three personal best long jump high jump 60m hurdle ask thought 60m race disappointing different way,senior fannie mae boss resign two senior executive u mortgage giant fannie mae resigned accounting irregularity uncovered company fannie mae criticised financial regulator could restate earnings 9bn £4.6bn financial regulator said fannie mae would raise substantial new capital restore balance sheet,0.5435443
tv station refuse adoption show tv station u refused show controversial new series adopted child try pick birth father win cash prize met protest national council adoption said exploit sensitive emotion think adoption game show said tommy schenck wraz-tv general manager though said decision influenced public protest,steady job growth continues u u created fewer job expected december analyst said dip hiring enough derail world biggest economy job creation one last year main concern u economy unemployment rate stayed 5.4 december 200 000 job need created month figure drop,0.6010605
scottish executive said minister would notified would common practice sign approval scottish national party parliamentary leader argued law authorisation ferguson leave absence would come directly minister said scottish executive seemed indicate yesterday escape mr ferguson matter carstairs said understand executive case individual minister signed approval michael ferguson released unescorted carstairs executive concedes scottish minister legal responsibility approving sort leave say routinely specialised official make decision simply inform minister taken said minister told notified would common practice sign,party completed move new headquarters labour creating election hub three door away tory new headquarters victoria street road common certainly press conference hosted election co-ordinator alan milburn rather compact new conference room still smelling new carpet garish new labour coffee mug yet unstained hallmark election event,0.63790536
taylor poised scotland return simon taylor named scotland squad saturday six nation clash italy scotland italy lost opening two six nation game like last season encounter italy weekend game could turn battle avoid wooden spoon,rank set sell film unit leisure group rank could unveil plan demerge film service unit sell medium business report claim move left group three core division gaming hard rock deluxe film provides technical service hollywood studio rank aim concentrate gaming bar hotel business including extending hard rock brand casino trial success,0.5099985
deutsche attack yukos case german investment bank deutsche bank challenged right yukos claim bankruptcy protection u deutsche bank contends yukos filed bankruptcy earlier month texas desperate unsuccessful bid stave 19 december auction top unit russian government tax dispute yukos yukos confident right u bankruptcy protection prepared back court defending position said filing deutsche bank said houston jurisdiction yukos owns real personal property conduct business operation,fourth series show peaked monday 11.9m 49.2 audience joe pasquale compared peak 15.3m record 62.2 tv audience kerry mcfadden february want play west end different thing straightforward comedy,0.578287
lauren patrick vieira freddie ljungberg ashley cole scored arsenal andy gray phil jagielka target blade michael tonge harley wasted chance underdog paddy kenny inspired keep arsenal bay arsenal barely seen attacking force opening 45 minute although ljungberg turned half-chance wide good work cesc fabregas arsenal continued press kenny called action eight minute left diving low clutch another close-range effort fabregas almunia lauren cygan senderos cole fabregas toure 90 vieira flamini aliadiere 113 clichy lupoli owusu-abeyie 45 ljungberg,italy visit 17 august warm-up game ahead autumn world cup qualifier game ideal preparation three important world cup qualifier autumn,0.59469485
highest ranking executive pleading guilty tuesday former marsh senior vice president joshua bewlay,levy tipped whitbread prize novelist andrea levy favourite win main whitbread prize book year award winning novel year book small island five writer line award respective category first novel novel biography poetry child book 6 january contender include susan fletcher eve green first novel prize,0.44611606
alan archibald prodded united ahead 19 minute james grady made two close range 10 minute later richie byrne header gave aberdeen way back game stevie crawford restored united lead 18 yard half time united doubled lead 29 minute grady tapped ball empty net robson headed mark wilson cross angle post bar united restored two-goal lead four minute end highly entertaining first half bullock duff wilson ritchie archibald scotland samuel 63 brebner kerr cameron 87 robson crawford grady,poppins musical get flying start stage adaptation child film mary poppins opening night london west end,0.39555657
£23 billion would go spending plan £8 billion fill black hole left claim gordon brown rest going tax cut idea already floated include raising tax threshold abolishing reducing inheritance tax although tory party urging mr howard announce something eye-catching election move back towards almost traditional tory message previously suggested labour party tax rise conservative party tax cut one problem lie mr howard persuade sceptical voter really way bigger spending public service lower tax insists promise anything election deliver put downing street,buffy creator join wonder woman creator buffy vampire slayer take new female superhero signing write direct wonder woman movie one better joss adapt legendary wonder woman comic book character created 1940s dynamic feature film 21st century audience said silver whedon created character buffy screenplay 1992 film,0.57400775
delta spokesperson confirmed wednesday m simonetti longer employee spokesperson reiterated position wednesday confirming m simonetti longer company said official statement result suspension subsequent termination without cause delta airline moving forward filing discrimination complaint federal government eeoc u equal employment opportunity commission m simonetti told bbc news website received warning explanation suspended 25 september legal expert u speculated delta might concerned fictional content blog may linked back airline image posted,lewis-francis eyeing world gold mark lewis-francis say olympic success made determined bag world championship 100m gold 2005,0.5165093
india seek boost construction india cleared proposal allowing 100 foreign direct investment construction sector government proposal state foreign investment 100 allowed automatic route construction sector project including housing hotel resort hospital educational establishment foreign investor enter construction development area build resort township commercial premise construct least 50 000 square meter 538 000 square foot within specific timeframe said mr nath without specifying timeframe,world second biggest insurer said disaster around globe seen property claim reach 42bn £21.5bn swiss said registered 300 natural man-made disaster around world 2004,0.6280067
england launch ref protest england protest international rugby board irb referee performance defeat ireland report daily mail england coach andy robinson called ex-international referee colin high steve lander analyse several jonathan kaplan decision,music man oscar bill conti job musical director oscar show faint-hearted since conducting orchestra ultimate plate-spinning assignment know unexpected musical director exciting explains conti say winner five different piece music front u say name play appropriate one immediately add conti decision drown kill offending star music relayed director box orchestra via conti earpiece director say music orchestra play take long shot hall occasion star taken upon send warning shot across bow musical director start speak conti received oscar 1983 original score right stuff conti nerve-wracking moment came first oscar show musical director 1977 member orchestra alerted could smell smoke conti immediately told show director start cursing screaming tell going die show must something going climb pit 60 musician going home 10 minute,0.66220653
found guilty stripped medal banned two year said pound,u ahold supplier face charge u prosecutor charged nine food supplier helping dutch retailer ahold inflate earnings 800m £428m nine charged worked supplier ahold accused signing false document relating amount money paid retailer promoting product store supplier question said inflated amount money paid providing auditor signed letter allowed ahold inflate earnings,0.5558094
u top supercomputing chart u pushed japan top supercomputing chart ibm prototype blue gene/l machine ibm test result show blue gene/l managed speed 70.72 teraflop since first supercomputer cray-1 installed los alamo national laboratory u 1976 computational speed leaped 500 000 time blue gene/l machine completed next year five million time faster,telewest challenge sky plus cable firm telewest offer personal video recorder pvr set -top box challenge sky plus eric tveter president chief operating officer telewest broadband said make pvr set-top box available later year putting stop missed soap interrupted film argument programme record,0.58684325
rate went five time november 2003 bank sought cool housing market consumer debt remained unchanged since august rising interest rate accompanying slowdown housing market knocked consumer optimism causing sharp fall demand expensive good according report earlier week british retail consortium cbi chief economist ian mccafferty said economy slowed recent month response rate rise difficult gauge christmas period likely pace activity summer far evidence suggests last year rate increase helped rebalance economy without damaging recovery manufacturing said eef chief economist steve radley,wal-mart pay 14m gun suit world largest retailer wal-mart agreed pay total 14.5m £7.74m settle lawsuit gun sale violation california,0.6020475
developer behind system claim break-through way data monitored stored ironically impetus developing system came result freedom information act requires company store data certain amount time people need recognise using pc representative company employer legal requirement store data added,work done make component move light around silicon successfully used generate amplify laser light pulse used send data long distance dr paniccia said structure silicon meant laser light passed colliding photon rip electron atom within material intel researcher found way suck away errant electron turn silicon material generate amplify laser light dr paniccia said work one several step needed silicon used make component could carry process light form data pulse,0.6424794
federer claim dubai crown world number one roger federer added dubai championship trophy long list success given test ivan ljubicic match re-run last week final world indoor tournament rotterdam federer triumphed ljubicic stretched five set really wanted get good start time could really play confidence still looking rhythm federer said,eu referendum could cost £80m could cost £80m run uk referendum european constitution minister revealed,0.46084437
saudi ncci share soar share saudi arabia national company cooperative insurance ncci soared first day trading riyadh previously ncci legally allowed offer insurance product within saudi arabia,senior fannie mae boss resign two senior executive u mortgage giant fannie mae resigned accounting irregularity uncovered company fannie mae criticised financial regulator could restate earnings 9bn £4.6bn financial regulator said fannie mae would raise substantial new capital restore balance sheet,0.65978575
saab build cadillacs sweden general motor world largest car maker confirmed build new medium-sized cadillac bls loss-making saab factory sweden neither announcement seen unalloyed good news sweden since reflects saab failure make significant inroad lucrative european luxury car market bringing cadillac production sweden help introduce desperately-needed scale saab factory currently produce fewer 130 000 car per year beyond 12 000 job cut announced last year european operation gm reducing expenditure building saabs opel badged vauxhalls uk cadillacs framework allowing different brand share part another way reduce saab loss could shift production saabs u market driver adopted upmarket european car,sergio marchionne replaced herbert demel chief executive fiat auto mr demel leaving company mr marchionne becomes fourth head business expected make 800m euro 1bn loss 2004 many year mr marchionne joined company last year said fiat auto principal focus attention mr demel car industry veteran took helm november 2003 recruited former fiat chief executive giuseppe morchio,0.7433547
klinsmann added playing regularly germany number one keeper even number two keeper,isinbayeva 22 set 10 world record pole vault three come british soil,0.53717196
italy recorded three win since joined six nation 2000 two come scotland nation quest respected team worthy place tournament winning game,m short said effect parallel coalition would undermine un u bad coordinating anyone india problem m short said,0.23219353
launching test service allow people publish blog online journal called msn space microsoft trailing behind competitor like google aol already offer service make easy people set web journal,medium gadget get moving pocket-sized device let people carry around video image set big year 2005 according industry expert archos launched latest range linux-based portable medium device consumer electronics show la vega friday tivo go service mean u consumer able take programme record tivos transfer free watch windows-based portable medium player smartphones service launching msn provide people shortened version news entertainment video subscription basis download via pc onto portable device ability record directly tv vcr digital cable satellite box windows-based device offer certainly give people content watch go prevent people finding way create content share online swap portable device particularly via wi-fi enabled,0.7128665
edward tip idowu euro gold world outdoor triple jump record holder bbc pundit jonathan edward belief phillips idowu take gold european indoor championship idowu landed 17.30m british trial sheffield last month lead world triple jump ranking,mr fischer face delicate balancing act political economic term mr sharon finance minister binyamin netanyahu also backed nomination 1983 mr fischer became adviser israel economy then-us secretary state george shultz,0.49669594
mcclaren also praised winger stewart downing striker jimmy floyd hasselbaink mark viduka ended barren run front goal,china ban new tobacco factory world biggest tobacco consumer china said allow new tobacco factory built china already enough cigarette-making capacity according spokesman tobacco industry regulator quoted china daily china allow new tobacco factory built including joint venture said xing wangli spokesman state tobacco administration monopoly quoted china daily july 2004 bat announced approval build 1.5bn £800m joint venture factory china would make first foreign cigarette maker manufacture xing statement come especially bad news british american tobacco china daily newspaper said latest development,0.52927613
star pay tribute actor davis hollywood star including spike lee burt reynolds oscar nominee alan alda paid tribute actor ossie davis funeral new york veteran star ossie davis well-known civil right activist died miami age 87 4 february 2005. ossie hero still said aviator star alan alda family friend forty year,chronology home computing commodore one pioneer commodore international filed bankruptcy 1994 sold dutch firm tulip computer tulip computer sold several product commodore name including portable usb storage device digital music player,0.5504939
said would counter so-called independent group like migration watch described anti-immigration body posing independent said proposal mean so-called independent expert like migration watch come debate anti-immigration point view,figure e-mail management firm email system alarm firm attempting cope amount spam in-boxes email system refers small uk-based engineering firm received staggering 12 million e-mail january,0.31104064
despite joining squad leicester flanker slim chance playing infection finger chance playing slim said coach andy robinson frustrating lot game time season ready stevens said robinson also admits side must improve line-out work irish duo malcolm kelly paul connell one effective partnership game game missed number line-outs added,saudi ncci share soar share saudi arabia national company cooperative insurance ncci soared first day trading riyadh previously ncci legally allowed offer insurance product within saudi arabia,0.3911615
disney settle disclosure charge walt disney settled charge u federal regulator failed disclose family member director employed company sec also found disney disclose 50 disney-owned subsidiary company lifetime employed wife current disney director john bryson earned 1m year,yukos sue four firm 20bn russian oil firm yukos sued four company role last year forced state auction key oil production unit yuganskneftegas well suing damage yukos asked u court send tax dispute russian government international arbitrator threat legal action yukos bankruptcy filing houston effect last year auction however,0.6687643
budget statement chancellor said first 12 500 civil service job cut target mark serwotka leader public commercial service union said last year budget day long knife chancellor kicked crude game could cut civil service job government tory,slimmer playstation triple sale sony playstation 2 slimmer shape proved popular uk gamers 50 000 sold first week sale title broke uk sale record video game first weekend release figure mean sony reaching seven million barrier uk sale console hit crucial price point around £100 really open new console new audience plus release two really important game term development also driving sale said mr houlihan,0.6705772
launching test service allow people publish blog online journal called msn space microsoft trailing behind competitor like google aol already offer service make easy people set web journal,music fan moving away buying traditional bundled package dozen song used call album newer way fit lifestyle either single track subscription service said paul myers chief executive wippit uk-based music download service outraged digital music lover especially napster already offer cheaper service downloading music pc want download track play next month decide unsubscribe service change portable player ipod latest mobile phone wippit offer download subscription service £4.99 per month £50 per year,0.68355787
online common spark debate online community set uk government could encourage public debate build trust say institute public policy research ippr although net becoming part local central government potential yet fully exploited create online common public debate add government could play bigger role setting system trust online community e-government initiative last decade much putting basic information service guide online well letting people interact government via web 53 uk household access net government suggests mr davy could act intermediary middleman set public online place debate exchange encourage cosmopolitan politics public trust policy,although computer malfunction remain common cause file loss data recovery expert say human behaviour still blame many case data disappear result natural disaster system fault computer virus human error including computer rage seems growing problem said adrian palmer managing director ontrack data recovery,0.6054344
tory pledge free sport lesson child would offered two hour free sport training week future tory government party said tory say labour plan give child two hour sport lesson week school failed,arnesen denies rift santini tottenham sporting director frank arnesen denied coach jacques santini resigned clash personality white hart lane arnesen said unable throw light onto problem caused santini quit 13 game charge come personal problem think talk timing said think problem go lot deeper director football white hart lane santini stevens told five live,0.6871371
brizzel run aaa sheffield ballymena sprinter paul brizzel among eight ireland european indoor hopeful competing weekend aaa championship in-form james mcilroy hope confirm place british team madrid winning 800m title,reserve bank australia lifted interest rate 0.25 5.5 first upwards move year australian government said economy remained strong unemployment near 30 year low 1.5 annual growth rate lowest seen since post-election slump saw back 2000-1 said michael blythe chief economist commonwealth bank australia,0.5059247
last month bank england governor mervyn king said economy hit softer patch rapid economic growth first half 2004. richard jeffrey chief economist bridgewell security said unlikely bank england would put rate time around,china shanda buy stake sina chinese online game operator shanda interactive entertainment bought 20 stake sina country biggest internet portal firm shanda said may boost stake sina even buying outright,0.68282187
february another good month manufacturing sector said ism survey chairman norbert ore. 20 manufacturing sector surveyed ism 13 reported growth,fao report said support farmer industrialised nation equivalent 30 time amount provided aid agricultural development poor country fao urged world trade organisation swiftly conclude negotiation liberalise trade easing developing country access world market market situation divided developing nation two group fao said,0.56490207
change include everything way chip laptop made trick reduce power consumption display new battery chemistry promise cram power space said mr trainor though work still needed done get successfully lab manufacturing intel working component maker test energy consumption part inside laptop find way make le power hungry larger scale said mr trainor improvement way voltage regulator made reduce amount power lost heat make notebook energy efficient also said mr trainor research done way cut energy consumption display currently biggest power guzzler laptop,poppins musical get flying start stage adaptation child film mary poppins opening night london west end,0.3285916
gardener darren campbell marlon devonish mark lewis-francis awarded mbes beating pre-race favourite usa gold think award reinforces fantastic night said recognition really inspiring make want success said lewis-francis think mbe important people closest know journey said newport-based athlete,bill would give legal force living will people say want medical treatment withheld become severely incapacitated christian medical fellowship cmf lawyer christian fellowship lcf said mental capacity bill would allow euthanasia back door cmf concerned patient make unwise hasty advance decision refuse food fluid without properly informed diagnosis expected course illness take said euthanasia assisted suicide situation people make living will force common law said change current law euthanasia actually provide series better safeguard decision made people lack capacity alliance said statement,0.55049074
ireland coach eddie sullivan appears done quite successfully run-up season six nation championship like sullivan well within right particularly talking national side pride go along bar keith gleeson returning broken leg everyone sullivan squad fit fresh standing oche ready launch season campaign doubt whether sullivan going gloat handling player sullivan side capable proving salient point season sullivan kept faith displayed loyalty player repaid spade ...,tough schedule delay elliot show preview performance £3m musical billy elliot delayed give child actor le arduous rehearsal schedule director stephen daldry made decision re-schedule preview protect young star added young billy elliots particular making professional stage debut west end benefit little extra time familiarise aspect production,0.5996636
yukos heading back u court russian oil gas company yukos due u court thursday continues fight survival deutsche bank also advisor gazprom called u court overturn decision provide yukos bankruptcy protection litigation risk real said credit suisse first boston analyst vadim mitroshin dispute russian authority partly driven president putin clampdown political ambition ex-yukos bos mikhail khodorkovsky,ladbrokes spokesman warren lush said may underestimated power anti-mccririck brigade hard call people either love hate middle ground bez wooed viewer look one beat kept nose clean take anything seriously mr lush said,0.6229
minister dig doping row belgian sport minister centre svetlana kuznetsova doping row say apologise making allegation eerdekens said made statement order protect three player took part tournament belgian justine henin-hardenne nathalie dechy france russia elena dementieva happy see face cover page talking doping dechy said dementieva also angry say dechy real victim scandal,chris weitz director boy said change made film studio new line expressed concern weitz directed american pie boy said new line feared anti-religiosity film would make project unviable financially number christian website attack trilogy depiction church god pullman denied book anti-religious,0.6307033
last year mab opposed war iraq urged muslim vote labour european election meeting anti-party particular anti-policy issue going ask muslim vote mab spokesman dr azzam tamimi said tuesday event chairman mcb public affair committee sher khan said war iraq would significant factor affecting muslim voting intention professor curtice said muslim anti-war vote could split liberal democrat respect meaning neither would benefit much ballot box,argentina agustin calleri beat fourth seed jiri novak 7-5 6-1 battle former champion mexican open calleri face albert montanes semi-finals spaniard ousted sixth seed filippo volandri italy 4-6 6-3 6-4,0.53911495
yukos heading back u court russian oil gas company yukos due u court thursday continues fight survival deutsche bank also advisor gazprom called u court overturn decision provide yukos bankruptcy protection litigation risk real said credit suisse first boston analyst vadim mitroshin dispute russian authority partly driven president putin clampdown political ambition ex-yukos bos mikhail khodorkovsky,think big injury said jose mourinho whose chelsea team week meet barcelona champion league liverpool carling cup final cudicini would played barcelona promised game carling cup final although miss cardiff showpiece suspension bridge injury also mean mourinho reportedly want sign ashley cole arsenal specialist senior left-back run-in season bridge chance playing barcelona probably play liverpool carling cup final maybe rest season said,0.7012967
average shopper spend £220 briton lead europe affection online shopping mr roper added many retailer working hard reassure consumer online shopping safe good ordered present would arrive time christmas advised consumer give shop little time usual fulfil order given online buying proving popular worst offender 18-35 age bracket suggests research spend five hour per week december browsing buying online shop iggy fanlo chief revenue officer shopping.com said growing number people using broadband driving interest online shopping single biggest reason people went online year price said,boothroyd call lord speaker betty boothroyd said house lord need speaker peer lead way reforming upper chamber lady boothroyd said believed unacceptable lord chancellor role speaker would really like see speaker house lord said,0.54862046
war iraq identity card student fee council tax nothing chose two big party whereas liberal democrat offered costed sensible alternative also happy offer pledge would deal prop either big party election would argue time election next liberal democrat may genuinely replaced tory party challenging labour power mr kennedy belief new manifesto also offer sensible costed achievable policy thing like council tax crime asylum underpin claim party really opposition worth name,oil price fall back high oil price retreated four-month high early trading tuesday producer cartel opec said unlikely cut production,0.54044545
new order new pricing place ryanair expects unit operating cost excluding fuel continue fall year next five year added end year ryanair taken delivery 100 new plane 70 new order due delivery 2008 2012,philippoussis doubt open bid mark philippoussis almost certain miss australian open suffering groin injury hopman cup loss netherlands former world number two tommy haas also doubt australian open picking thigh injury playing germany hopman cup,0.50638855
call action internet scam phone company enough warn customer internet rogue-dialling scam according premium phone line regulator icstis received 45 000 complaint recent month dial-up internet connection diverting premium rate number without user knowledge phone company refuse pay compensation say call must paid icstis spokesman rob dwight said phone company get touch customer sooner biggest phone company bt say monitor fraud warn people rogue dialling one know happens fraud committed recognised phone company pay people obtaining money fraudulently people followed prosecuted diallers mainly downloaded site offering illegal mp3s porn pirated software scam illegal telephone company nothing receiving good return interest keep scam going bt et al block premium number default turn customer request anyone fall foul scam refuse pay telephone provider call informed phone company subsequently put block premium rate number phone company probably quite happy customer hit huge bill otherwise taking extra step prevent kind problem one example thief would set premium rate number dial day night phone whose quarterly bill never paid fault phone company last something automatic monthly cap say £20 premium rate call would contact provider lifted way could use legitimate premium rate number limiting fraudulent usage,firm last year made number new find rajasthan area said latest discovery could lead large gas volume cairn string find rajasthan last year saw elevated ftse 100 index uk leading listed company,0.5617237
new foot mouth action urged senior tory mp criticised agriculture department defra lackadaisical approach planning future foot mouth outbreak national audit office said defra improved capacity deal future livestock disease outbreak four year outbreak defra yet begin planned review contractor cost £40m invoice remain unpaid mr leigh said,church anger bollywood film roman catholic organisation india demanded withdrawal film depicts priest affair girl half age president one mumbai main catholic organisation dolphy souza say portrayal ordained priest man loose moral character hurt religious sentiment india catholic community mr souza also vice-president catholic national body accused director film portraying priest bad light commercial gain catholic urged mr pande withdraw film show respect christian community hurt sentiment,0.69568175
bill would give legal force living will people say want medical treatment withheld become severely incapacitated christian medical fellowship cmf lawyer christian fellowship lcf said mental capacity bill would allow euthanasia back door cmf concerned patient make unwise hasty advance decision refuse food fluid without properly informed diagnosis expected course illness take said euthanasia assisted suicide situation people make living will force common law said change current law euthanasia actually provide series better safeguard decision made people lack capacity alliance said statement,chartered institute purchasing supply cips said purchasing manager index pmi fell 51.8 revised 53.3 december,0.4256932
lennon brand ranger favourite celtic neil lennon admits ranger could considered slight favourite old firm ci cup clash insists side still win,2d metal slug offer retro fun like drill sergeant past metal slug 3 wake-up call today gamers molly-coddled slick visuals fancy trimming time blockbuster title offer fresh lick paint favour real innovation metal slug 3 fresh gasp air era xbox even twinkle bill gate eye,0.5830451
china shanda buy stake sina chinese online game operator shanda interactive entertainment bought 20 stake sina country biggest internet portal firm shanda said may boost stake sina even buying outright,organiser widely considered playing safe year booking 62-year-old sir paul second super bowl show three year ago invited perform first super bowl september 11 attack performed specially-written song freedom controversy last year saw cbs fined record 550 000 £292 000 federal regulator super bowl organiser turned producer mischer oversee year half-time show,0.658509
u ahold supplier face charge u prosecutor charged nine food supplier helping dutch retailer ahold inflate earnings 800m £428m nine charged worked supplier ahold accused signing false document relating amount money paid retailer promoting product store supplier question said inflated amount money paid providing auditor signed letter allowed ahold inflate earnings,kerr frustrated victory margin republic ireland manager brian kerr admitted frustrated side score one goal friendly win croatia robbie keane took republic record 24 first-half goal proved enough victory robbie might scuffed little good goal brian kerr wanted try good see young stephen elliott getting run-out,0.609763
ocean twelve raid box office ocean twelve crime caper sequel starring george clooney brad pitt julia robert gone straight number one u box office chart sequel narrowly beat 2001 predecessor ocean eleven took 38.1m £19.8m opening weekend 184m £95.8m total,rapper 50 cent end protege feud rapper 50 cent ended public feud protege game pair said wanted good role model community member game entourage reportedly shot outside radio station 50 cent interviewed boy choir harlem got cheque 150 000 £77 800 50 cent game handed 103 500 £53 400,0.6669217
off-colour gardener storm win britain jason gardener shook upset stomach win 60m sunday leipzig international meeting gardener clocked 6.56 second equal meeting record finished well ahead germany marc blume crossed line 6.67 sec broke onto international scene olympic game last season set indoor personal best 16.50m triple jump meeting ghent meeting finished third 7.27 second high-class woman 60m,air passenger win new eu right air passenger unable board flight overbooking cancellation flight delay demand greater compensation eu decided increase passenger compensation bid deter airline deliberately overbooking flight addition flight cancelled delayed two hour fault airline passenger must paid compensation however airline offer compensation flight cancelled delayed due extraordinary circumstance andy clarke eraa director air transport said ec advice misleads customer lead believe airline could liable payouts flight delayed bad weather,0.61598015
jack mcconnell speaking 100 secondary pupil school highland problem binge drinking drink promotion scottish executive insisted mr mcconnell speaking adult comment recognition people get drunk know under-age drinking issue scotland quite staggering politician particularly first minister encourage young people get drunk recognition people get drunk binge drinking drink promotion encourage acceptable,side hope reach negotiated deal state aid received european aircraft maker airbus u rival boeing mr mandelson said mr mandelson said eu u hoped avoid resolve dispute world trade organisation wto separately world largest package delivery company ups said placed order 10 airbus a380 superjumbo freight-carrying jet option buy 10 triple-decker aircraft,0.6196469
yachvili savour france comeback france scrum-half dimitri yachvili praised team fought back beat england 18-17 six nation clash twickenham play last week scotland play first half england said france 17-6 half-time pelous said no-one half-time still confident,javier solana eu foreign policy chief say phone-tap evidence work court european country human right group top police officer many mp say allowing evidence would remove need detain terror suspect without charge mr solana told itv1 jonathan dimbleby programme phone-tap evidence court work normal done would naive,0.5827749
thrust year show technology put people charge multimedia content store listen watch want device time anywhere trend predicted continue according cea analyst wholesale shipment consumer technology expected grow 11 2005. fastest-growing technology 2004 included blank dvd medium liquid crystal display lcd tv digital video recorder dvrs portable music player said product making wave next year democratisation content device technology give people freedom music video image cea predicted would several key technology trend watch coming year,fred hasson head tiga represents independent developer said uk firm would go due greater risk making new title said 150 independent developer left industry likely close mr hasson said industry predicting development cost team likely need double order cope demand new machine console get powerful content get detailed mean cost said gary dunn development director codemasters develops game house also publishes title mr hasson said game developer beginning realise business-like,0.72377074
